1,901.218,1034.28,41.3201
2,901.218,1030.34,39.3205
3,901.218,1027.32,37.1625
4,901.218,1021.84,34.5745
5,901.218,1016.43,32.8269
6,901.218,1011.58,31.0803
7,901.218,1006.93,29.2259
8,901.218,1003.51,28.1072
9,901.218,998.636,26.2992
10,901.218,994.62,25.6561
11,901.218,991.291,24.5989
12,884.885,983.595,26.783
13,884.885,978.476,25.4872
14,884.885,976.088,24.2315
15,873.947,971.492,24.6211
16,873.947,968.688,24.8255
17,873.947,965.938,23.7554
18,873.947,963.741,23.171
19,873.947,958.575,23.274
20,873.947,955.614,22.0543
21,872.427,951.848,23.7489
22,760.577,946.855,27.9158
23,760.577,944.403,27.4288
24,760.577,941.563,26.6161
25,760.577,937.232,27.0808
26,760.577,933.733,27.338
27,760.577,930.665,26.7816
28,760.577,927.461,26.1318
29,760.577,925.101,25.1709
30,760.577,922.529,24.7781
31,760.577,919.037,26.0713
32,760.577,916.98,25.5152
33,760.577,914.872,24.8706
34,760.577,910.527,24.6076
35,760.577,905.654,25.3705
36,760.577,903.103,24.4513
37,760.577,899.429,23.7415
38,760.577,894.207,23.6086
39,760.577,891.375,23.1747
40,760.577,889.149,22.5049
41,760.577,884.058,25.4415
42,760.577,881.838,25.0716
43,760.577,878.124,25.92
44,760.577,874.59,26.891
45,760.577,872.717,26.4387
46,760.577,869.54,25.6532
47,760.577,868.613,25.1239
48,760.577,867.571,24.6097
49,760.577,865.451,24.0307
50,760.577,863.023,23.7427
51,760.577,860.115,23.5407
52,760.577,859.108,22.9479
53,760.577,855.234,23.1579
54,760.577,852.999,24.0752
55,744.419,847.837,25.6428
56,744.419,845.488,24.6887
57,744.419,841.822,24.193
58,744.419,839.307,24.4999
59,744.419,837.142,24.4853
60,744.419,835.379,23.9718
61,744.419,833.879,23.1073
62,744.419,831.502,22.4889
63,744.419,830.202,21.6544
64,742.765,828.632,22.0759
65,742.765,825.475,21.7093
66,742.765,824.633,21.4326
67,742.765,822.402,21.3415
68,742.765,820.385,21.6355
69,742.765,819.282,21.5733
70,742.765,818.171,20.9827
71,742.765,817.653,21.0141
72,742.765,816.467,20.3323
73,742.765,814.308,20.8536
74,732.5,811.573,21.4807
75,732.5,810.526,21.0732
76,685.631,808.718,22.8211
77,685.631,806.479,22.6494
78,685.631,804.479,22.0094
79,685.631,803.24,21.5494
80,685.631,800.997,21.0904
81,685.631,798.165,22.3874
82,685.631,795.947,22.2645
83,685.631,794.716,22.3514
84,685.631,792.575,21.6061
85,685.631,790.839,21.3805
86,685.631,789.213,20.7956
87,685.631,788.039,20.4663
88,685.631,786.327,19.833
89,685.631,784.007,19.6089
90,685.631,781.89,19.4022
91,685.631,780.912,19.0851
92,685.631,778.276,18.3212
93,685.631,775.632,18.0166
94,685.631,774.91,17.7663
95,685.631,772.254,18.2357
96,685.631,771.547,18.2773
97,685.631,769.301,17.5762
98,685.631,767.872,17.1469
99,685.631,766.257,16.6533
100,685.631,764.647,17.3476
101,682.242,761.461,18.8503
102,682.242,760.164,18.4283
103,682.242,758.326,18.2359
104,682.242,757.003,18.7733
105,682.242,754.988,18.3631
106,682.242,753.869,17.7831
107,682.242,750.974,18.4933
108,682.242,749.148,19.0684
109,682.242,747.358,18.5177
110,679.905,745.166,18.7252
111,679.905,743.332,18.0316
112,679.905,741.349,17.5396
113,679.905,740.034,17.0352
114,679.905,737.983,16.9817
115,677.121,736.65,17.269
116,672.447,733.941,18.4068
117,672.447,732.346,18.0992
118,668.651,729.995,18.3556
119,668.651,728.143,18.473
120,668.651,727.405,18.0248
121,668.651,725.526,17.6005
122,646.14,722.92,19.3629
123,646.14,721.895,19.0583
124,646.14,721.411,18.8226
125,646.14,720.21,18.3034
126,646.14,718.984,18.1027
127,646.14,717.835,17.5744
128,640.171,715.148,19.1285
129,640.171,713.206,19.0934
130,640.171,710.911,19.0978
131,640.171,710.155,18.6999
132,640.171,709.161,18.4681
133,640.171,708.304,18.2671
134,640.171,707.366,17.7498
135,640.171,705.636,17.5059
136,640.171,703.877,17.8427
137,640.171,702.367,17.7696
138,640.171,701.286,17.2745
139,640.171,700.009,17.0098
140,640.171,698.127,16.8805
141,622.052,695.459,17.4392
142,622.052,694.326,17.2306
143,622.052,693.395,16.7678
144,614.01,691.602,17.6428
145,614.01,689.889,17.4156
146,614.01,688.073,17.8896
147,614.01,686.739,17.5416
148,614.01,685.149,17.8627
149,614.01,683.927,18.051
150,614.01,682.838,17.6571
151,609.076,680.711,18.6535
152,609.076,679.219,18.6195
153,609.076,678.249,18.2553
154,609.076,676.131,18.6764
155,609.076,675.352,18.5637
156,609.076,674.282,18.3976
157,609.076,672.791,18.241
158,609.076,671.325,18.1931
159,575.613,669.749,19.2695
160,575.613,668.602,18.6496
161,575.613,666.071,18.9054
162,575.613,664.303,19.2438
163,575.613,662.951,18.5392
164,575.613,661.666,18.0564
165,575.613,660.434,17.572
166,575.613,659.788,17.235
167,575.613,658.503,16.8908
168,575.613,656.973,16.3729
169,575.613,655.475,15.5
170,575.613,654.926,15.2499
171,575.613,653.94,14.8158
172,575.613,652.842,14.6362
173,575.613,651.267,14.2031
174,575.613,650.031,14.3852
175,575.613,649.566,14.0194
176,575.613,648.49,13.735
177,575.613,647.922,13.4435
178,575.613,646.288,13.6347
179,575.613,645.134,13.5434
180,575.613,644.115,13.068
181,575.613,643.412,12.7098
182,575.613,642.55,12.3206
183,575.613,641.134,12.8587
184,575.613,639.637,12.727
185,575.613,638.271,12.4342
186,575.613,637.769,12.1776
187,575.613,636.921,11.9659
188,575.613,635.875,11.899
189,575.613,635.253,11.7334
190,575.613,634.658,11.7676
191,575.613,633.743,11.4998
192,575.613,632.783,11.6175
193,575.613,631.905,11.3296
194,575.613,630.613,11.2464
195,575.613,629.899,11.7841
196,575.613,629.076,11.6792
197,575.613,628.301,11.7571
198,575.613,627.062,11.6265
199,575.613,625.871,11.4992
200,575.613,625.053,11.4731
201,575.613,624.493,11.2109
202,575.613,622.696,11.2173
203,575.613,621.156,11.6224
204,575.613,619.664,11.7767
205,575.613,619.098,11.4821
206,575.613,617.657,11.2523
207,575.613,617.093,10.9609
208,575.613,615.617,10.9406
209,575.613,614.694,10.6078
210,575.613,613.38,10.5577
211,575.613,612.602,10.2428
212,555.485,611.165,10.9566
213,555.485,610.196,10.9618
214,555.485,609.268,10.502
215,555.485,606.928,11.468
216,555.485,605.568,11.1431
217,555.485,604.605,11.0034
218,555.485,604.166,10.7128
219,555.485,603.408,10.6587
220,555.485,602.41,10.288
221,555.485,601.692,10.1294
222,553.895,600.4,11.1663
223,553.895,599.174,10.8744
224,553.895,598.666,10.8608
225,553.895,597.592,10.9191
226,553.895,596.497,10.8907
227,553.895,595.305,10.9089
228,546.707,593.728,11.4091
229,546.707,593.071,11.3239
230,546.707,591.824,11.4292
231,546.707,590.435,10.992
232,546.707,589.515,10.7548
233,546.707,588.614,10.5224
234,546.707,587.473,9.9949
235,546.707,586.625,9.96981
236,546.707,585.177,9.96529
237,535.546,583.435,10.8015
238,535.546,581.695,11.2343
239,535.546,580.056,11.1786
240,535.546,578.906,10.8429
241,535.546,577.828,10.9886
242,535.546,576.905,10.6153
243,535.546,575.984,10.464
244,535.546,575.214,10.5696
245,535.546,574.428,10.4262
246,535.546,573.114,10.214
247,535.546,572.503,9.89236
248,531.709,571.179,10.4963
249,531.709,569.942,10.3987
250,531.709,569.041,9.87161
251,531.709,567.825,9.70074
252,531.709,567.303,9.47533
253,531.709,566.808,9.35782
254,531.709,565.556,9.53199
255,531.709,564.904,9.40343
256,531.709,563.576,9.18503
257,531.709,562.845,9.05249
258,531.709,561.966,9.22386
259,531.709,561.172,9.3585
260,514.565,559.621,10.634
261,514.565,558.495,10.3985
262,514.565,557.177,10.0632
263,514.565,556.65,9.95354
264,514.565,555.568,9.83471
265,514.565,553.579,10.213
266,507.346,552.026,10.7304
267,507.346,550.635,10.3149
268,507.346,549.765,10.3768
269,507.346,548.8,10.0519
270,507.346,547.925,10.1599
271,507.346,547.147,9.876
272,507.346,546.298,10.2209
273,507.346,545.09,9.90634
274,507.346,544.444,9.57997
275,507.346,543.606,9.62897
276,487.856,542.226,10.2304
277,487.856,541.505,10.2911
278,487.856,540.66,9.99224
279,487.856,538.428,10.3206
280,487.856,537.304,10.3781
281,487.856,536.243,10.4283
282,487.856,535.83,10.3625
283,487.856,535.198,10.1933
284,487.856,533.673,10.4484
285,487.856,532.454,10.6674
